domain,id,group_std,weighted_divergence,deltaQ,conflict_strength
arxiv,BkiUdvU5qsBDHTHZ3jMg,0.20021542473072676,1.2082734952319596,0.015144718891563547,-0.294988574830427
arxiv,BkiUbAU5qsJBjjX4UzLd,0.19234172111641565,1.1281565339417874,0.01105842421726888,-0.6269966434287336
arxiv,BkiUdqE4eIOjRwMTjGno,0.20692107940875717,1.0082763419868968,0.016178512215487384,-0.6153652806926238
arxiv,BkiUdVw4eIZijW5EQLXO,0.2108737333312149,1.199720842039625,0.026775859031136773,0.03969400398736113
arxiv,BkiUdJc5qsBC_MvyfL35,0.21940059433368786,1.2438585241327336,0.008027727610000812,-0.1682306496516989
arxiv,BkiUervxK1Thg9qFezh8,0.24041488300423722,1.4566225012532443,0.021232368596466045,0.7632658885572705
arxiv,BkiUfxXxK1ThhCdy-5v3,0.24897228815795844,0.9773582476141736,0.027862118193751062,0.0028697391737074196
arxiv,BkiUfTHxK0fkXPSOrRn8,0.20214201701067422,1.0792905410034233,0.01799065649946774,-0.4815948319241578
arxiv,BkiUcKvxK6-gDz87O8I5,0.20500807610060934,1.2332496017548726,0.02180530453449947,-0.0555167846312522
arxiv,BkiUduE4eIXgu5sT-Z3g,0.22313523823476494,1.2587693160857962,0.019740404977669712,0.1440115692442267
arxiv,BkiUdV84c3aisLf0PuG9,0.20286971666349862,1.0782747666684223,0.0020077329210527184,-0.8069081571165189
arxiv,BkiUcY3xK1fBGsWmup8P,0.24937477593837673,1.5285071262398588,0.021121696967015158,1.0028097245728347
arxiv,BkiUdMXxK3xgpZzQoFCv,0.22139999819874365,1.275944091126949,0.027336038285758812,0.3184531597126539
arxiv,BkiUgBDxK7IADzpkVqhY,0.2306425805223103,1.3762237149090322,0.007328631121831131,0.20759303432698345
arxiv,BkiUckPxK7Dgs_cY5WH1,0.2516674596741611,1.5008049996193313,0.029261177433953067,1.138224891830257
